,artist_name,track_name,release_date,genre,len,topic,age
21134,jean shepard,another,1961,country,31,world/life,0.842857142857143
21146,jean shepard,the color song (i lost my love),1961,country,51,violence,0.842857142857143
21153,the louvin brothers,silent night,1961,country,114,music,0.842857142857143
21154,jean shepard,got you on my mind,1961,country,38,sadness,0.842857142857143
21163,jimmy dean,gotta travel on,1961,country,59,music,0.842857142857143
21164,johnny cash,life goes on,1961,country,36,world/life,0.842857142857143
21165,jimmy dean,harvest of sunshine,1961,country,30,world/life,0.842857142857143
21167,jimmy dean,night train to memphis,1961,country,61,night/time,0.842857142857143
21169,jimmy dean,mind your own business,1961,country,115,night/time,0.842857142857143
21175,patsy cline,san antonio rose,1961,country,40,sadness,0.842857142857143
21178,patsy cline,i fall to pieces,1961,country,31,sadness,0.842857142857143
21179,bob wills,after all,1961,country,47,sadness,0.842857142857143
21180,johnny horton,comanche (the brave horse),1961,country,54,violence,0.842857142857143
21182,patsy cline,seven lonely days,1961,country,49,sadness,0.842857142857143
21184,jimmy dean,"smoke, smoke, smoke that cigarette",1961,country,125,obscene,0.842857142857143
21185,patsy cline,a poor man's roses (or a rich man's gold),1961,country,43,romantic,0.842857142857143
21191,johnny cash,story of a broken heart,1961,country,53,sadness,0.842857142857143
21192,jean shepard,the waltz of the angels,1961,country,38,romantic,0.842857142857143
21193,lester flatt,the storms are on the ocean (with mother maybelle carter),1961,country,82,music,0.842857142857143
21199,marty robbins,to think you've chosen me,1961,country,43,romantic,0.842857142857143
21201,conway twitty,above and beyond (the call of love),1961,country,147,music,0.842857142857143
21203,conway twitty,blue suede shoes,1961,country,66,music,0.842857142857143
21204,conway twitty,jailhouse rock,1961,country,104,obscene,0.842857142857143
21207,marty robbins,hurt,1961,country,21,sadness,0.842857142857143
21209,johnny cash,port of lonely hearts,1961,country,41,sadness,0.842857142857143
21210,johnny cash,my treasure,1961,country,40,world/life,0.842857142857143
21215,marty robbins,i can't help it (if i'm still in love with you),1961,country,24,sadness,0.842857142857143
21219,sonny terry,harmonica blues,1961,country,171,obscene,0.842857142857143
21222,ray price,the kind of love i can't forget,1962,country,26,world/life,0.828571428571429
21223,ray price,hang your head in shame,1962,country,38,violence,0.828571428571429
21224,george jones,the same sweet girl,1962,country,45,romantic,0.828571428571429
21227,george jones,a little bitty tear,1962,country,66,sadness,0.828571428571429
21229,george jones,he's so good to me,1962,country,44,feelings,0.828571428571429
21231,george jones,san antonio rose,1962,country,62,sadness,0.828571428571429
21234,ray price,you don't love me (but i'll always care),1962,country,43,romantic,0.828571428571429
21236,george jones,he made me free,1962,country,69,world/life,0.828571428571429
21237,marty robbins,if i could cry,1962,country,36,sadness,0.828571428571429
21238,stonewall jackson,second choice,1962,country,44,sadness,0.828571428571429
21240,stonewall jackson,lives like mine,1962,country,39,world/life,0.828571428571429
21242,stonewall jackson,hungry for love,1962,country,28,romantic,0.828571428571429
21247,marty robbins,it had to be you,1962,country,24,world/life,0.828571428571429
21248,stonewall jackson,the sadness in a song,1962,country,63,music,0.828571428571429
21249,george jones,my cup runneth over,1962,country,70,world/life,0.828571428571429
21251,marty robbins,looking back,1962,country,43,world/life,0.828571428571429
21253,marty robbins,september in the rain,1962,country,46,music,0.828571428571429
21254,don gibson,how's the world treating you,1962,country,25,world/life,0.828571428571429
21257,marty robbins,don't throw me away,1962,country,35,sadness,0.828571428571429
21258,don gibson,we live in two different worlds,1962,country,22,world/life,0.828571428571429
21264,conway twitty,sweet sorrow,1962,country,59,romantic,0.828571428571429
21266,conway twitty,the next kiss (is the last goodbye),1962,country,44,romantic,0.828571428571429
21267,conway twitty,don't you dare let me down,1962,country,45,sadness,0.828571428571429
21268,conway twitty,"i'm in a blue, blue mood",1962,country,45,music,0.828571428571429
21271,conway twitty,it's driving me wild,1962,country,166,obscene,0.828571428571429
21272,george jones,my mom and santa claus,1962,country,134,sadness,0.828571428571429
21278,don gibson,i love you so much it hurts,1962,country,30,sadness,0.828571428571429
21279,frank patterson,when irish eyes are smiling,1962,country,35,sadness,0.828571428571429
21280,frank patterson,danny boy,1962,country,38,violence,0.828571428571429
21281,johnny cash,he'll understand and say well done,1962,country,29,world/life,0.828571428571429
21289,lead belly,alberta,1962,country,25,night/time,0.828571428571429
21291,lead belly,bull cow,1962,country,41,night/time,0.828571428571429
21296,johnny cash,i won't have to cross jordan,1962,country,38,world/life,0.828571428571429
21297,johnny cash,when i've learned,1962,country,35,world/life,0.828571428571429
21299,johnny cash,god has my fortune laid away,1962,country,45,world/life,0.828571428571429
21304,claude king,you're breaking my heart,1962,country,41,sadness,0.828571428571429
21305,claude king,i can't get over the way you got over me,1962,country,84,obscene,0.828571428571429
21309,jean shepard,i'd like to know (where people go),1962,country,32,sadness,0.828571428571429
21310,jean shepard,are you certain?,1962,country,29,romantic,0.828571428571429
21311,claude king,little bitty heart,1962,country,51,sadness,0.828571428571429
21312,jean shepard,i don't remember,1962,country,34,sadness,0.828571428571429
21314,don gibson,lonesome number one,1962,country,23,music,0.828571428571429
21315,don gibson,this cold war with you,1962,country,25,violence,0.828571428571429
21319,jean shepard,would you be satisfied?,1962,country,55,world/life,0.828571428571429
21321,jean shepard,"so wrong, so fast",1962,country,40,world/life,0.828571428571429
21328,jean shepard,i lost you after all,1962,country,43,world/life,0.828571428571429
21329,jean shepard,second best,1962,country,27,night/time,0.828571428571429
21330,jean shepard,how long does it hurt,1962,country,40,sadness,0.828571428571429
21335,johnny cash,god must have my fortune laid away,1962,country,48,world/life,0.828571428571429
21336,johnny cash,let me down easy,1962,country,18,sadness,0.828571428571429
21337,johnny cash,when he reached down his hand for me,1962,country,32,romantic,0.828571428571429
21338,johnny cash,"sing it pretty, sue",1962,country,44,music,0.828571428571429
21339,george jones,your cheatin' heart,1962,country,46,sadness,0.828571428571429
21341,johnny cash,i forgot more than you'll ever know,1962,country,31,sadness,0.828571428571429
21345,tom rush,no regrets,1962,country,63,sadness,0.828571428571429
21352,wynn stewart,big city,1962,country,38,world/life,0.828571428571429
21358,willie nelson,funny how time slips away,1962,country,34,night/time,0.828571428571429
21359,patsy cline,lonely street,1962,country,49,sadness,0.828571428571429
21361,johnny cash,in the jailhouse,1962,country,33,obscene,0.828571428571429
21364,patsy cline,heartaches,1962,country,20,sadness,0.828571428571429
21367,patsy cline,your cheatin' heart,1962,country,34,sadness,0.828571428571429
21371,patsy cline,you belong to me,1962,country,30,music,0.828571428571429
21372,patsy cline,that's my desire,1962,country,27,romantic,0.828571428571429
21373,patsy cline,i can't help it (if i'm still in love with you),1962,country,33,sadness,0.828571428571429
21376,johnny cash,accidentally on purpose,1962,country,41,sadness,0.828571428571429
21379,johnny cash,my god is real,1962,country,27,feelings,0.828571428571429
21383,willie nelson,darkness on the face of the earth,1962,country,50,sadness,0.828571428571429
21385,willie nelson,undo the right,1962,country,47,night/time,0.828571428571429
21389,claude king,the comancheros,1962,country,63,violence,0.828571428571429
21391,willie nelson,mr. record man,1962,country,54,music,0.828571428571429
21393,patsy cline,you were only fooling (while i was falling in love),1962,country,13,sadness,0.828571428571429
21398,don gibson,blue dream,1962,country,26,music,0.828571428571429
21399,don gibson,it's a sin,1962,country,22,sadness,0.828571428571429
21401,ray price,a maiden's prayer,1962,country,40,sadness,0.828571428571429
21403,ray price,whose heart are you breaking now,1962,country,29,sadness,0.828571428571429
21405,george jones,someone's watching over you,1962,country,48,violence,0.828571428571429
21408,george jones,it's a sin,1962,country,22,sadness,0.828571428571429
21411,george jones,beggar to a king,1962,country,39,world/life,0.828571428571429
21413,conway twitty,portrait of a fool,1962,country,37,violence,0.828571428571429
21416,ray price,san antonio rose,1962,country,43,sadness,0.828571428571429
21418,george jones,lonely christmas call,1962,country,47,sadness,0.828571428571429
21419,george jones,a house without love,1962,country,41,world/life,0.828571428571429
21420,george jones,lonesome whistle,1962,country,61,music,0.828571428571429
21425,george jones,running bear,1962,country,85,violence,0.828571428571429
21431,george jones,don't let the stars get in your eyes,1962,country,63,sadness,0.828571428571429
21432,george jones,wedding bells,1962,country,54,music,0.828571428571429
21433,george jones,they'll never take her love from me,1962,country,32,world/life,0.828571428571429
21434,george jones,she once lived here,1962,country,26,world/life,0.828571428571429
21438,porter wagoner,company's comin',1963,country,92,obscene,0.814285714285714
21442,porter wagoner,i wanna go home,1963,country,64,sadness,0.814285714285714
21445,chet atkins,sweetie baby,1963,country,76,feelings,0.814285714285714
21448,glen campbell,it's been so long darlin',1963,country,42,sadness,0.814285714285714
21449,hank snow,melba from melbourne,1963,country,88,sadness,0.814285714285714
21450,bukka white,i am in the heavenly way,1963,country,135,music,0.814285714285714
21452,sons of the pioneers,trail dreamin',1963,country,37,music,0.814285714285714
21456,the carter family,i'm working on a building,1963,country,30,violence,0.814285714285714
21458,george hamilton iv,the everglades,1963,country,67,violence,0.814285714285714
21460,marty robbins,almost persuaded,1963,country,19,world/life,0.814285714285714
21461,hank snow,the crazy engineer,1963,country,146,obscene,0.814285714285714
21463,the carter family,lonesome valley,1963,country,39,sadness,0.814285714285714
21467,george jones,forgive me now,1963,country,62,sadness,0.814285714285714
21468,hank snow,in the blue canadian rockies,1963,country,146,obscene,0.814285714285714
21480,bobby bare,dear wastebasket,1963,country,24,music,0.814285714285714
21484,george jones,color of the blues,1963,country,70,music,0.814285714285714
21486,george jones,in the shadow of a lie,1963,country,68,world/life,0.814285714285714
21487,george jones,i'll never let go of you,1963,country,41,world/life,0.814285714285714
21489,george jones,the old old house,1963,country,55,sadness,0.814285714285714
21492,bukka white,poor boy long way from home,1963,country,65,music,0.814285714285714
21495,jimmy dean,be honest with me,1963,country,40,violence,0.814285714285714
21496,jimmy dean,no one will ever know,1963,country,41,night/time,0.814285714285714
21497,stonewall jackson,tears on her bridal bouquet,1963,country,39,sadness,0.814285714285714
21498,hank thompson,deep in the heart of texas,1963,country,85,sadness,0.814285714285714
21501,jimmy dean,this ole house,1963,country,143,obscene,0.814285714285714
21502,stonewall jackson,the water's so cold,1963,country,41,violence,0.814285714285714
21503,hank thompson,you're walking on my heart,1963,country,41,sadness,0.814285714285714
21504,hank thompson,forgive me,1963,country,29,world/life,0.814285714285714
21505,hank thompson,i cast a lonesome shadow,1963,country,71,sadness,0.814285714285714
21506,hank thompson,i'll sign my heart away,1963,country,34,sadness,0.814285714285714
21513,jean shepard,don't fall in love with a married man,1963,country,62,sadness,0.814285714285714
21517,hank locklin,a little bit lonesome,1963,country,26,music,0.814285714285714
21518,jean shepard,"two voices, two shadows, two faces",1963,country,32,violence,0.814285714285714
21519,stonewall jackson,pins and needles (in my heart),1963,country,38,sadness,0.814285714285714
21520,hank locklin,candy kisses,1963,country,37,romantic,0.814285714285714
21522,stonewall jackson,misery known as heartache,1963,country,28,sadness,0.814285714285714
21523,george jones,multiply the heartaches,1963,country,46,sadness,0.814285714285714
21525,george jones,flame in my heart,1963,country,39,sadness,0.814285714285714
21526,george jones,don't go,1963,country,49,music,0.814285714285714
